"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Athaliana_TAIR10_Rb_3_184499","OG0002074","Rb","AT3G01430","Athaliana_TAIR10",3,184499,109499,259499,165408,166247,"PTHR13833:SF41 - NHL DOMAIN-CONTAINING PROTEIN (1 of 2)",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_184499","OG0004180","Rb","AT3G01400","Athaliana_TAIR10",3,184499,109499,259499,151762,153217,"ARM repeat superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_184499","OG0011774","Rb","AT3G01380","Athaliana_TAIR10",3,184499,109499,259499,144288,149828,"transferases;sulfuric ester hydrolases;catalytics;transferases",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_2945991","OG0000061","Rb","AT3G09480","Athaliana_TAIR10",3,2945991,2870991,3020991,2914714,2915321,"Histone superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_2945991","OG0003154","Rb","AT3G09540","Athaliana_TAIR10",3,2945991,2870991,3020991,2928811,2931228,"Pectin lyase-like superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_2945991","OG0004343","Rb","AT3G09830","Athaliana_TAIR10",3,2945991,2870991,3020991,3016494,3018983,"Protein kinase superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_2945991","OG0006759","Rb","AT3G09620","Athaliana_TAIR10",3,2945991,2870991,3020991,2949152,2952205,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_15814259","OG0000035","Rb","AT5G39390","Athaliana_TAIR10",5,15814259,15739259,15889259,15763715,15765469,"Leucine-rich repeat protein kinase family protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_15814259","OG0002429","Rb","AT5G39440","Athaliana_TAIR10",5,15814259,15739259,15889259,15781907,15784699,"SNF1-related protein kinase 1.3",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_15814259","OG0002621","Rb","AT5G39570","Athaliana_TAIR10",5,15814259,15739259,15889259,15843959,15846178,"PTHR33971:SF1 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MRI12 (1 of 2)",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_15814259","OG0010362","Rb","AT5G39680","Athaliana_TAIR10",5,15814259,15739259,15889259,15884001,15886388,"Pentatricopeptide repeat (PPR) superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_4404011","OG0000297","Rb","AT5G13740","Athaliana_TAIR10",5,4404011,4329011,4495087,4432306,4436668,"zinc induced facilitator 1",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_4404011","OG0000297","Rb","AT5G13750","Athaliana_TAIR10",5,4404011,4329011,4495087,4438200,4441579,"zinc induced facilitator-like 1",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_4404011","OG0005117","Rb","AT5G13560","Athaliana_TAIR10",5,4404011,4329011,4495087,4360631,4366448,"",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_5_4404011","OG0010569","Rb","AT5G13720","Athaliana_TAIR10",5,4404011,4329011,4495087,4427783,4429133,"Uncharacterised protein family (UPF0114)",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_1_26692810","OG0005427","Rb","AT1G70710","Athaliana_TAIR10",1,26692810,26617810,26767810,26659132,26663010,"glycosyl hydrolase 9B1",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_1_26692810","OG0007691","Rb","AT1G70610","Athaliana_TAIR10",1,26692810,26617810,26767810,26621961,26626503,"transporter associated with antigen processing protein 1",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_22326400","OG0000707","Rb","AT5G55080","Athaliana_TAIR10",5,22326400,22251400,22401627,22351576,22353058,"ras-related nuclear protein 4",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_22326400","OG0000707","Rb","AT5G55190","Athaliana_TAIR10",5,22326400,22251400,22401627,22392176,22394172,"RAN GTPase 3",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_22326400","OG0003973","Rb","AT5G55180","Athaliana_TAIR10",5,22326400,22251400,22401627,22388782,22390714,"O-Glycosyl hydrolases family 17 protein",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_22326400","OG0010487","Rb","AT5G55100","Athaliana_TAIR10",5,22326400,22251400,22401627,22361102,22364780,"SWAP (Suppressor-of-White-APricot)/surp domain-containing protein",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_22326400","OG0012166","Rb","AT5G54910","Athaliana_TAIR10",5,22326400,22251400,22401627,22298557,22301719,"DEA(D/H)-box RNA helicase family protein",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_7825045","OG0002453","Rb","AT5G23130","Athaliana_TAIR10",5,7825045,7750045,7900082,7781196,7783601,"Peptidoglycan-binding LysM domain-containing protein",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_7825045","OG0004233","Rb","AT5G23140","Athaliana_TAIR10",5,7825045,7750045,7900082,7783738,7785497,"nuclear-encoded CLP protease P7",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_7825045","OG0006333","Rb","AT5G23320","Athaliana_TAIR10",5,7825045,7750045,7900082,7853368,7853961,"homolog of yeast STE14 A",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_7825045","OG0007923","Rb","AT5G23395","Athaliana_TAIR10",5,7825045,7750045,7900082,7874672,7876427,"Cox19-like CHCH family protein",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_7825045","OG0007969","Rb","AT5G23210","Athaliana_TAIR10",5,7825045,7750045,7900082,7810683,7815039,"serine carboxypeptidase-like 34",3,5,0.8,0.5048,0.059424,0.2495808
"Athaliana_TAIR10_Rb_5_18514445","OG0000226","Rb","AT5G45820","Athaliana_TAIR10",5,18514445,18439445,18589445,18586980,18588543,"CBL-interacting protein kinase 20",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_18514445","OG0000255","Rb","AT5G45630","Athaliana_TAIR10",5,18514445,18439445,18589445,18505809,18506323,"Protein of unknown function, DUF584",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_18514445","OG0001293","Rb","AT5G45670","Athaliana_TAIR10",5,18514445,18439445,18589445,18528494,18530450,"GDSL-like Lipase/Acylhydrolase superfamily protein",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_18514445","OG0001817","Rb","AT5G45690","Athaliana_TAIR10",5,18514445,18439445,18589445,18534999,18536316,"Protein of unknown function (DUF1264)",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_18514445","OG0004078","Rb","AT5G45720","Athaliana_TAIR10",5,18514445,18439445,18589445,18542973,18547205,"AAA-type ATPase family protein",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_18514445","OG0005662","Rb","AT5G45580","Athaliana_TAIR10",5,18514445,18439445,18589445,18481092,18482643,"Homeodomain-like superfamily protein",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_7589711","OG0000061","Rb","AT5G22880","Athaliana_TAIR10",5,7589711,7514711,7664711,7651957,7652622,"histone B2",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_7589711","OG0000490","Rb","AT5G22740","Athaliana_TAIR10",5,7589711,7514711,7664711,7554928,7560073,"cellulose synthase-like A02",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_7589711","OG0002459","Rb","AT5G22760","Athaliana_TAIR10",5,7589711,7514711,7664711,7571635,7577866,"PHD finger family protein",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Athaliana_TAIR10_Rb_5_7589711","OG0009088","Rb","AT5G22620","Athaliana_TAIR10",5,7589711,7514711,7664711,7517467,7520281,"phosphoglycerate/bisphosphoglycerate mutase family protein",3,6,0.833333333333333,0.5048,0.04952,0.2476
"Zmays_RefGen_V4_Rb_1_22010914","OG0002628","Rb","Zm00001d028073","Zmays_RefGen_V4",1,22010914,21910914,22110914,21990180,22006881,"(1 of 3) PTHR31807:SF8 - QWRF MOTIF-CONTAINING PROTEIN 9",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_1_25770826","OG0007844","Rb","Zm00001d028186","Zmays_RefGen_V4",1,25770826,25670826,25870826,25742203,25745382,"(1 of 61) PF01535//PF13041//PF13812 - PPR repeat (PPR) // PPR repeat family (PPR_2) // Pentatricopeptide repeat domain (PPR_3)",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_1_59116987","OG0000397","Rb","Zm00001d029126","Zmays_RefGen_V4",1,59116987,59016987,59216987,59132630,59134681,"(1 of 4) PTHR22814//PTHR22814:SF146 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_3_221805886","OG0007767","Rb","Zm00001d044202","Zmays_RefGen_V4",3,221805886,221705886,221905886,221800239,221803684,"(1 of 2) PTHR21493//PTHR21493:SF124 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_4_158542092","OG0000349","Rb","Zm00001d051432","Zmays_RefGen_V4",4,158542092,158442092,158642092,158450047,158451297,"(1 of 33) PTHR23177 - MKIAA1688 PROTEIN",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_4_191960555","OG0009088","Rb","Zm00001d052519","Zmays_RefGen_V4",4,191960555,191860553,192060557,191968167,191972580,"(1 of 2) 3.1.3.63 - 2-carboxy-D-arabinitol-1-phosphatase",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_4_244186179.5","OG0008282","Rb","Zm00001d053957","Zmays_RefGen_V4",4,244186179.5,244086098,244286261,244191142,244196175,"(1 of 13) 2.7.7.41 - Phosphatidate cytidylyltransferase / CDP-diglyceride synthetase",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_5_206072540","OG0001715","Rb","Zm00001d017756","Zmays_RefGen_V4",5,206072540,205972540,206172540,206004272,206007539,"(1 of 1) PTHR19957//PTHR19957:SF135 - SYNTAXIN // SUBFAMILY NOT NAMED",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_7_143900762","OG0001502","Rb","Zm00001d021140","Zmays_RefGen_V4",7,143900762,143800762,144000762,143872080,143877237,"",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_8_159904313.714286","OG0010038","Rb","Zm00001d011719","Zmays_RefGen_V4",8,159904313.714286,159801627,160005217,159824328,159833569,"(1 of 1) PTHR15863//PTHR15863:SF2 - FAMILY NOT NAMED // UPF0544 PROTEIN C5ORF45",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_8_21238703.25","OG0002336","Rb","Zm00001d008812","Zmays_RefGen_V4",8,21238703.25,21138550,21495681,21359783,21360919,"(1 of 63) PF00642 - Zinc finger C-x8-C-x5-C-x3-H type (and similar) (zf-CCCH)",3,1,0,0.641818181818182,0.214909090909091,0.214909090909091
"Zmays_RefGen_V4_Rb_1_4534244","OG0000067","Rb","Zm00001d027406","Zmays_RefGen_V4",1,4534244,4434244,4634244,4586019,4588240,"(1 of 50) PTHR11697//PTHR11697:SF113 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_1_4534244","OG0008227","Rb","Zm00001d027405","Zmays_RefGen_V4",1,4534244,4434244,4634244,4536701,4538190,"(1 of 1) PTHR22814//PTHR22814:SF136 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // HEAVY-METAL-ASSOCIATED DOMAIN-CONTAINING PROTEIN-RELATED",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_2_214683724","OG0001901","Rb","Zm00001d006699","Zmays_RefGen_V4",2,214683724,214583724,214783724,214602481,214605127,"(1 of 4) PTHR15601//PTHR15601:SF5 - STRESS ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN  SERP1/RAMP4 // SUBFAMILY NOT NAMED",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_2_214683724","OG0002531","Rb","Zm00001d006701","Zmays_RefGen_V4",2,214683724,214583724,214783724,214683529,214685193,"(1 of 91) PF03514 - GRAS domain family (GRAS)",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_2_224115495","OG0000050","Rb","Zm00001d007189","Zmays_RefGen_V4",2,224115495,224015407,224215583,224133382,224135399,"(1 of 8) K15095 - (+)-neomenthol dehydrogenase (E1.1.1.208)",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_2_224115495","OG0003470","Rb","Zm00001d007186","Zmays_RefGen_V4",2,224115495,224015407,224215583,224112942,224116966,"(1 of 20) 3.6.1.5 - Apyrase / ATP-diphosphohydrolase",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_4_2592052","OG0002701","Rb","Zm00001d048648","Zmays_RefGen_V4",4,2592052,2492052,2692052,2606137,2607496,"(1 of 63) 3.1.1.11 - Pectinesterase / Pectin methylesterase",3,2,0.5,0.641818181818182,0.107454545454545,0.193418181818182
"Zmays_RefGen_V4_Rb_3_221180971","OG0002333","Rb","Zm00001d044173","Zmays_RefGen_V4",3,221180971,221080970,221403147,221162822,221163998,"(1 of 83) PF03168 - Late embryogenesis abundant protein (LEA_2)",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_3_221180971","OG0002975","Rb","Zm00001d044175","Zmays_RefGen_V4",3,221180971,221080970,221403147,221168477,221175604,"(1 of 5) 3.5.1.23 - Ceramidase / Acylsphingosine deacylase",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_4_43460370.8571429","OG0002766","Rb","Zm00001d049762","Zmays_RefGen_V4",4,43460370.8571429,43341239,43690976,43591067,43596377,"(1 of 27) PF04782//PF04783 - Protein of unknown function (DUF632) (DUF632) // Protein of unknown function (DUF630) (DUF630)",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_4_43460370.8571429","OG0004425","Rb","Zm00001d049761","Zmays_RefGen_V4",4,43460370.8571429,43341239,43690976,43536810,43547307,"(1 of 3) PTHR12537:SF74 - PUMILIO HOMOLOG 5-RELATED",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_4_43460370.8571429","OG0010243","Rb","Zm00001d049763","Zmays_RefGen_V4",4,43460370.8571429,43341239,43690976,43644618,43649031,"(1 of 2) PTHR10759//PTHR10759:SF4 - 60S RIBOSOMAL PROTEIN L34 // SUBFAMILY NOT NAMED",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_5_212264408","OG0000193","Rb","Zm00001d018031","Zmays_RefGen_V4",5,212264408,212164408,212490768,212483686,212485307,"(1 of 91) PF01357//PF03330 - Pollen allergen (Pollen_allerg_1) // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_5_212264408","OG0002074","Rb","Zm00001d018017","Zmays_RefGen_V4",5,212264408,212164408,212490768,212204911,212205450,"",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_5_212264408","OG0002621","Rb","Zm00001d018027","Zmays_RefGen_V4",5,212264408,212164408,212490768,212369588,212370644,"",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_5_221867341","OG0001813","Rb","Zm00001d018500","Zmays_RefGen_V4",5,221867341,221767341,221967341,221871850,221876358,"(1 of 4) 3.6.3.17 - Monosaccharide-transporting ATPase",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_5_221867341","OG0003857","Rb","Zm00001d018497","Zmays_RefGen_V4",5,221867341,221767341,221967341,221816955,221821994,"(1 of 11) PF13671 - AAA domain (AAA_33)",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_5_221867341","OG0004343","Rb","Zm00001d018499","Zmays_RefGen_V4",5,221867341,221767341,221967341,221856058,221866963,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_9_157569049","OG0000255","Rb","Zm00001d048508","Zmays_RefGen_V4",9,157569049,157469049,157669049,157537064,157537579,"(1 of 22) PF04520 - Senescence regulator (Senescence_reg)",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_9_157569049","OG0003520","Rb","Zm00001d048514","Zmays_RefGen_V4",9,157569049,157469049,157669049,157624300,157629807,"(1 of 5) 6.3.2.17 - Tetrahydrofolate synthase / Tetrahydrofolylpolyglutamate synthase",3,3,0.666666666666667,0.641818181818182,0.0716363636363636,0.186254545454545
"Zmays_RefGen_V4_Rb_4_242212917","OG0000184","Rb","Zm00001d053834","Zmays_RefGen_V4",4,242212917,242112917,242312917,242111156,242114341,"(1 of 1) K04551//K08770 - ubiquitin B (UBB) // ubiquitin C (UBC)",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_4_242212917","OG0000184","Rb","Zm00001d053838","Zmays_RefGen_V4",4,242212917,242112917,242312917,242132524,242136885,"(1 of 2) K04551//K08770//K12158 - ubiquitin B (UBB) // ubiquitin C (UBC) // ubiquitin-like protein Nedd8 (NEDD8)",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_4_242212917","OG0000222","Rb","Zm00001d053839","Zmays_RefGen_V4",4,242212917,242112917,242312917,242139070,242141067,"(1 of 147) 1.11.1.7 - Peroxidase / Lactoperoxidase",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_4_242212917","OG0005598","Rb","Zm00001d053841","Zmays_RefGen_V4",4,242212917,242112917,242312917,242143111,242149682,"(1 of 63) PF00642 - Zinc finger C-x8-C-x5-C-x3-H type (and similar) (zf-CCCH)",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_5_205251215.473684","OG0000997","Rb","Zm00001d017727","Zmays_RefGen_V4",5,205251215.473684,204989483,205385586,205304084,205306760,"(1 of 6) 1.10.3.11 - Ubiquinol oxidase (non-electrogenic) / Ubiquinol oxidase",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_5_205251215.473684","OG0001046","Rb","Zm00001d017728","Zmays_RefGen_V4",5,205251215.473684,204989483,205385586,205371599,205377633,"(1 of 1) PTHR11785//PTHR11785:SF412 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_5_205251215.473684","OG0003965","Rb","Zm00001d017724","Zmays_RefGen_V4",5,205251215.473684,204989483,205385586,205288559,205291755,"(1 of 1) PTHR11514:SF29 - BASIC HELIX-LOOP-HELIX (BHLH) DNA-BINDING SUPERFAMILY PROTEIN-RELATED",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_5_205251215.473684","OG0005662","Rb","Zm00001d017726","Zmays_RefGen_V4",5,205251215.473684,204989483,205385586,205300454,205303606,"(1 of 1) PTHR31499:SF5 - HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN",3,4,0.75,0.641818181818182,0.0537272727272727,0.182672727272727
"Zmays_RefGen_V4_Rb_4_10442704.125","OG0000552","Rb","Zm00001d048947","Zmays_RefGen_V4",4,10442704.125,10285312,10573616,10513764,10514291,"(1 of 4) PTHR22595//PTHR22595:SF48 - CHITINASE-RELATED // SUBFAMILY NOT NAMED",3,5,0.8,0.641818181818182,0.0429818181818182,0.180523636363636
"Zmays_RefGen_V4_Rb_4_10442704.125","OG0000552","Rb","Zm00001d048948","Zmays_RefGen_V4",4,10442704.125,10285312,10573616,10532759,10533688,"(1 of 4) PTHR22595//PTHR22595:SF48 - CHITINASE-RELATED // SUBFAMILY NOT NAMED",3,5,0.8,0.641818181818182,0.0429818181818182,0.180523636363636
"Zmays_RefGen_V4_Rb_4_10442704.125","OG0000552","Rb","Zm00001d048949","Zmays_RefGen_V4",4,10442704.125,10285312,10573616,10536338,10537204,"(1 of 4) PTHR22595//PTHR22595:SF48 - CHITINASE-RELATED // SUBFAMILY NOT NAMED",3,5,0.8,0.641818181818182,0.0429818181818182,0.180523636363636
"Zmays_RefGen_V4_Rb_4_10442704.125","OG0000552","Rb","Zm00001d048950","Zmays_RefGen_V4",4,10442704.125,10285312,10573616,10553796,10554681,"(1 of 4) PTHR22595//PTHR22595:SF48 - CHITINASE-RELATED // SUBFAMILY NOT NAMED",3,5,0.8,0.641818181818182,0.0429818181818182,0.180523636363636
"Zmays_RefGen_V4_Rb_4_10442704.125","OG0012944","Rb","Zm00001d048944","Zmays_RefGen_V4",4,10442704.125,10285312,10573616,10376067,10385318,"(1 of 1) K03665 - GTP-binding protein HflX (hflX)",3,5,0.8,0.641818181818182,0.0429818181818182,0.180523636363636
